12
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	攻击力上升	1	11	0	0	0	0	0	0	0	0	0	0	0
1	0	技能攻击力上升	1	11	0	0	0	0	0	0	0	0	0	0	0
2	0	攻击力/魔攻增加	1	5	0	0	0	0	0	0	0	0	0	0	0
3	0	技能攻击力增加	1	11	0	0	0	0	0	0	0	0	0	0	0
4	0	防御力上升	1	24	0	0	0	0	0	0	0	0	0	0	0
5	0	最大生命增加	1	29	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	双倍伤害机率增加	2	3	0	0	0	0	1	1	1	1	1	1	0
1	0	无视敌人防御力攻击	2	1	0	0	0	0	1	3	1	3	1	2	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
